,Election,CandidateID,CandidateName,ContributionType,City,State,ZipCode,Amount,PurposeCode,Purpose
0,2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10011.0,23.0,Other,Other: explntion
1,2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10018.0,35.0,Other,Other: explntion
2,2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021.0,4660.0,Office Rent,Office Rent
3,2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021.0,7363.0,Office Rent,Office Rent
4,2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021.0,340.0,Office Rent,Office Rent
5,2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021.0,537.0,Office Rent,Office Rent
6,2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021.0,4048.0,Office Rent,Office Rent
7,2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021.0,4015.0,Office Rent,Office Rent
8,2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021.0,6220.0,Office Rent,Office Rent
9,2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021.0,8004.0,Office Rent,Office Rent
10,2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021.0,4058.0,Office Rent,Office Rent
11,2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021.0,11985.0,Office Rent,Office Rent
12,2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021.0,-3555.0,,
13,2005,AY,"Fernando,Ferrer",Labor Union,New York,NY,10036.0,40.0,Office Rent,Office Rent
14,2005,AY,"Fernando,Ferrer",Labor Union,New York,NY,10036.0,800.0,Other,Other: explntion
15,2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10038.0,4513.0,Office Rent,Office Rent
16,2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10038.0,2257.0,Office Rent,Office Rent
17,2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10038.0,1674.0,Office Rent,Office Rent
18,2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10038.0,583.0,Office Expenses,Office Expenses
19,2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10038.0,978.0,Office Rent,Office Rent
20,2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10038.0,1279.0,Office Rent,Office Rent
21,2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10038.0,-2257.0,,
22,2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10010.0,3500.0,Professional Services,Prof. Srvcs.
23,2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10010.0,3500.0,Professional Services,Prof. Srvcs.
24,2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10010.0,2500.0,Professional Services,Prof. Srvcs.
25,2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10010.0,2500.0,Professional Services,Prof. Srvcs.
26,2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10010.0,3500.0,Professional Services,Prof. Srvcs.
27,2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10010.0,2500.0,Professional Services,Prof. Srvcs.
28,2005,B6,"C. Virginia,Fields",Corporation,New York,NY,10033.0,1400.0,Office Rent,Office Rent
29,2005,AY,"Fernando,Ferrer",Limited Liability Company,New York,NY,10016.0,24.0,Other,Other: explntion
30,2005,AY,"Fernando,Ferrer",Limited Liability Company,New York,NY,10033.0,42.0,Other,Other: explntion
31,2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10013.0,8.0,Other,Other: explntion
32,2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10013.0,16.0,Other,Other: explntion
33,2005,B6,"C. Virginia,Fields",Corporation,Queens,NY,11374.0,125.0,Printing Expenses,Print Ads
34,2005,Y2,"A. Gifford,Miller",Other,New York,NY,,76.0,Fundraising,Fundraising
35,2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10001.0,27.0,Other,Other: explntion
36,2005,AY,"Fernando,Ferrer",Corporation,,,,67.0,Other,Other: explntion
37,2005,Y2,"A. Gifford,Miller",Corporation,Brooklyn,NY,11223.0,598.0,Other,Other: explntion
38,2005,B6,"C. Virginia,Fields",Other,New York,NY,10024.0,138.0,Office Expenses,Office Expenses
39,2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230.0,3740.0,Office Expenses,Office Expenses
40,2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230.0,11220.0,Office Expenses,Office Expenses
41,2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230.0,1848.0,Office Expenses,Office Expenses
42,2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230.0,177.0,Office Expenses,Office Expenses
43,2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230.0,1100.0,Office Expenses,Office Expenses
44,2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230.0,820.0,Office Expenses,Office Expenses
45,2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230.0,1640.0,Office Expenses,Office Expenses
46,2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230.0,180.0,Office Expenses,Office Expenses
47,2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230.0,2191.0,Office Expenses,Office Expenses
48,2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230.0,359.0,Office Expenses,Office Expenses
49,2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230.0,4316.0,Office Expenses,Office Expenses
50,2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230.0,1219.0,Office Expenses,Office Expenses
51,2005,BB,"Anthony,Weiner",Corporation,New York,NY,10038.0,12.0,Office Expenses,Office Expenses
52,2005,BB,"Anthony,Weiner",Corporation,New York,NY,10038.0,10.0,Office Expenses,Office Expenses
53,2005,Y2,"A. Gifford,Miller",Limited Liability Company,Alexandria,VA,22310.0,25000.0,Radio Ads,Radio Ads.
54,2005,Y2,"A. Gifford,Miller",Limited Liability Company,Alexandria,VA,22310.0,-513000.0,,
55,2005,Y2,"A. Gifford,Miller",Limited Liability Company,Alexandria,VA,22310.0,20528.0,Television Ads,Television Ads.
56,2005,Y2,"A. Gifford,Miller",Limited Liability Company,Alexandria,VA,22310.0,993118.0,Television Ads,Television Ads.
57,2005,Y2,"A. Gifford,Miller",Limited Liability Company,Alexandria,VA,22310.0,770410.0,Television Ads,Television Ads.
58,2005,Y2,"A. Gifford,Miller",Limited Liability Company,Alexandria,VA,22310.0,384515.0,Television Ads,Television Ads.
59,2005,Y2,"A. Gifford,Miller",Limited Liability Company,Alexandria,VA,22310.0,1035300.0,Television Ads,Television Ads.
60,2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10040.0,270.0,Campaign Workers Salaries,Campgn Wrkrs $$
61,2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10040.0,250.0,Campaign Workers Salaries,Campgn Wrkrs $$
62,2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10040.0,50.0,Campaign Workers Salaries,Campgn Wrkrs $$
63,2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10040.0,630.0,Petition Expenses,Petition Expns.
64,2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10040.0,690.0,Petition Expenses,Petition Expns.
65,2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10040.0,360.0,Petition Expenses,Petition Expns.
66,2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10040.0,50.0,Campaign Workers Salaries,Campgn Wrkrs $$
67,2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10040.0,630.0,Campaign Workers Salaries,Campgn Wrkrs $$
68,2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10040.0,630.0,Campaign Workers Salaries,Campgn Wrkrs $$
69,2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10040.0,630.0,Campaign Workers Salaries,Campgn Wrkrs $$
70,2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10040.0,825.0,Campaign Workers Salaries,Campgn Wrkrs $$
71,2005,B6,"C. Virginia,Fields",Corporation,New York,NY,10017.0,79.0,Office Expenses,Office Expenses
72,2005,B6,"C. Virginia,Fields",Corporation,New York,NY,10017.0,201.0,Office Expenses,Office Expenses
73,2005,B6,"C. Virginia,Fields",Corporation,New York,NY,10017.0,192.0,Office Expenses,Office Expenses
74,2005,B6,"C. Virginia,Fields",Corporation,New York,NY,10017.0,104.0,Office Expenses,Office Expenses
75,2005,B6,"C. Virginia,Fields",Corporation,New York,NY,10017.0,12.0,Office Expenses,Office Expenses
76,2005,B6,"C. Virginia,Fields",Corporation,New York,NY,10017.0,48.0,Office Expenses,Office Expenses
77,2005,Y2,"A. Gifford,Miller",Corporation,,,,106.0,Office Expenses,Office Expenses
78,2005,Y2,"A. Gifford,Miller",Corporation,,,,78.0,Office Expenses,Office Expenses
79,2005,AY,"Fernando,Ferrer",Individual,New York,NY,10027.0,100.0,Campaign Workers Salaries,Campgn Wrkrs $$
80,2005,BB,"Anthony,Weiner",Individual,Brooklyn,NY,11211.0,198.0,Campaign Workers Salaries,Campgn Wrkrs $$
81,2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10001.0,217.0,Other,Other: explntion
82,2005,B6,"C. Virginia,Fields",Individual,New York,NY,10040.0,150.0,Other,Other: explntion
83,2005,AY,"Fernando,Ferrer",Other,Brooklyn,NY,11217.0,15410.0,Other,Other: explntion
84,2005,AY,"Fernando,Ferrer",Individual,Bronx,NY,10455.0,100.0,Campaign Workers Salaries,Campgn Wrkrs $$
85,2005,AY,"Fernando,Ferrer",Individual,Bronx,NY,10472.0,100.0,Campaign Workers Salaries,Campgn Wrkrs $$
86,2005,B6,"C. Virginia,Fields",Other,New York,NY,10010.0,500.0,Political Contributions,Polit Contribs.
