,Election,CandidateID,CandidateName,ContributionType,City,State,ZipCode,Amount,PurposeCode,Purpose
0,2017,326.0,"Bill,de Blasio",Corporation,Brooklyn,NY,11201.0,518.72,Office Expenses,Office Expenses
1,2017,326.0,"Bill,de Blasio",Corporation,Brooklyn,NY,11201.0,1041.93,Office Expenses,Office Expenses
2,2017,326.0,"Bill,de Blasio",Corporation,Brooklyn,NY,11201.0,1500.0,Office Rent,Office Rent
3,2017,2055.0,"Roque,De La Fuente",Corporation,New York,NY,10025.0,6000.0,Professional Services,Prof. Srvcs.
4,2017,2055.0,"Roque,De La Fuente",Corporation,New York,NY,10025.0,6000.0,Professional Services,Prof. Srvcs.
5,2017,326.0,"Bill,de Blasio",Corporation,New York,NY,10128.0,262.56,Other,Other: explntion
6,2017,326.0,"Bill,de Blasio",Corporation,Brooklyn,NY,11217.0,800.0,Fundraising,Fundraising
7,2017,326.0,"Bill,de Blasio",Corporation,Long Island City,NY,11101.0,1000.0,Fundraising,Fundraising
8,2017,326.0,"Bill,de Blasio",Corporation,New York,NY,10016.0,938.07,Other,Other: explntion
9,2017,326.0,"Bill,de Blasio",Corporation,New York,NY,10040.0,21.33,Other,Other: explntion
10,2017,326.0,"Bill,de Blasio",Corporation,New York,NY,10040.0,2000.0,Fundraising,Fundraising
11,2017,2054.0,"Robert,Gangi",Corporation,New York,NY,10024.0,780.35,Campaign Literature,Campgn Lit.
12,2017,2054.0,"Robert,Gangi",Corporation,New York,NY,10024.0,887.33,Other,Other: explntion
13,2017,2054.0,"Robert,Gangi",Corporation,New York,NY,10024.0,26.13,Other,Other: explntion
14,2017,2054.0,"Robert,Gangi",Corporation,New York,NY,10024.0,915.0,Campaign Literature,Campgn Lit.
15,2017,2054.0,"Robert,Gangi",Corporation,New York,NY,10024.0,437.0,Campaign Literature,Campgn Lit.
16,2017,2054.0,"Robert,Gangi",Corporation,New York,NY,10024.0,330.0,Campaign Literature,Campgn Lit.
17,2017,2054.0,"Robert,Gangi",Corporation,New York,NY,10024.0,1330.45,Campaign Literature,Campgn Lit.
18,2017,326.0,"Bill,de Blasio",Corporation,New York,NY,10010.0,63.35,Other,Other: explntion
19,2017,326.0,"Bill,de Blasio",Corporation,Brooklyn,NY,11205.0,807.85,Other,Other: explntion
20,2017,326.0,"Bill,de Blasio",Corporation,Brooklyn,NY,11205.0,40.85,Other,Other: explntion
21,2017,326.0,"Bill,de Blasio",Corporation,Brooklyn,NY,11205.0,163.31,Fundraising,Fundraising
22,2017,326.0,"Bill,de Blasio",Corporation,Brooklyn,NY,11205.0,381.06,Fundraising,Fundraising
23,2017,326.0,"Bill,de Blasio",Corporation,Brooklyn,NY,11205.0,381.06,Fundraising,Fundraising
24,2017,326.0,"Bill,de Blasio",Corporation,Brooklyn,NY,11205.0,163.31,Fundraising,Fundraising
25,2017,326.0,"Bill,de Blasio",Corporation,Brooklyn,NY,11205.0,1252.07,Fundraising,Fundraising
26,2017,326.0,"Bill,de Blasio",Corporation,Brooklyn,NY,11205.0,544.38,Fundraising,Fundraising
27,2017,326.0,"Bill,de Blasio",Corporation,Brooklyn,NY,11205.0,544.38,Fundraising,Fundraising
28,2017,326.0,"Bill,de Blasio",Corporation,Brooklyn,NY,11205.0,272.19,Fundraising,Fundraising
29,2017,326.0,"Bill,de Blasio",Corporation,Brooklyn,NY,11205.0,-38.1,,
30,2017,326.0,"Bill,de Blasio",Corporation,Santa Monica,CA,90403.0,653.0,Office Rent,Office Rent
31,2017,326.0,"Bill,de Blasio",Corporation,Santa Monica,CA,90403.0,415.0,Office Rent,Office Rent
32,2017,326.0,"Bill,de Blasio",Corporation,Brooklyn,NY,11201.0,100.0,Office Expenses,Office Expenses
