Election,CandidateID,CandidateName,ContributionType,City,State,ZipCode,Amount,PurposeCode,Purpose
2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10011,23,Other,Other: explntion
2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10018,35,Other,Other: explntion
2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021,4660,Office Rent,Office Rent
2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021,7363,Office Rent,Office Rent
2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021,340,Office Rent,Office Rent
2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021,537,Office Rent,Office Rent
2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021,4048,Office Rent,Office Rent
2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021,4015,Office Rent,Office Rent
2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021,6220,Office Rent,Office Rent
2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021,8004,Office Rent,Office Rent
2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021,4058,Office Rent,Office Rent
2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021,11985,Office Rent,Office Rent
2005,BB,"Anthony,Weiner",Limited Liability Company,New York,NY,10021,-3555,,
2005,AY,"Fernando,Ferrer",Labor Union,New York,NY,10036,40,Office Rent,Office Rent
2005,AY,"Fernando,Ferrer",Labor Union,New York,NY,10036,800,Other,Other: explntion
2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10038,4513,Office Rent,Office Rent
2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10038,2257,Office Rent,Office Rent
2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10038,1674,Office Rent,Office Rent
2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10038,583,Office Expenses,Office Expenses
2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10038,978,Office Rent,Office Rent
2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10038,1279,Office Rent,Office Rent
2005,Y2,"A. Gifford,Miller",Individual,New York,NY,10038,-2257,,
2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10010,3500,Professional Services,Prof. Srvcs.
2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10010,3500,Professional Services,Prof. Srvcs.
2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10010,2500,Professional Services,Prof. Srvcs.
2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10010,2500,Professional Services,Prof. Srvcs.
2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10010,3500,Professional Services,Prof. Srvcs.
2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10010,2500,Professional Services,Prof. Srvcs.
2005,B6,"C. Virginia,Fields",Corporation,New York,NY,10033,1400,Office Rent,Office Rent
2005,AY,"Fernando,Ferrer",Limited Liability Company,New York,NY,10016,24,Other,Other: explntion
2005,AY,"Fernando,Ferrer",Limited Liability Company,New York,NY,10033,42,Other,Other: explntion
2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10013,8,Other,Other: explntion
2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10013,16,Other,Other: explntion
2005,B6,"C. Virginia,Fields",Corporation,Queens,NY,11374,125,Printing Expenses,Print Ads
2005,Y2,"A. Gifford,Miller",Other,New York,NY,,76,Fundraising,Fundraising
2005,AY,"Fernando,Ferrer",Corporation,New York,NY,10001,27,Other,Other: explntion
2005,AY,"Fernando,Ferrer",Corporation,,,,67,Other,Other: explntion
2005,Y2,"A. Gifford,Miller",Corporation,Brooklyn,NY,11223,598,Other,Other: explntion
2005,B6,"C. Virginia,Fields",Other,New York,NY,10024,138,Office Expenses,Office Expenses
2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230,3740,Office Expenses,Office Expenses
2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230,11220,Office Expenses,Office Expenses
2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230,1848,Office Expenses,Office Expenses
2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230,177,Office Expenses,Office Expenses
2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230,1100,Office Expenses,Office Expenses
2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230,820,Office Expenses,Office Expenses
2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230,1640,Office Expenses,Office Expenses
2005,AY,"Fernando,Ferrer",Corporation,Brooklyn,NY,11230,180,Office Expenses,Office Expenses
