Election,CandidateID,CandidateName,ContributionType,City,State,ZipCode,Amount,PurposeCode,Purpose
2021,1160,"Ruben,Diaz Jr.",Corporation,New York,NY,10018,1300,Fundraising,Fundraising
2021,1160,"Ruben,Diaz Jr.",Corporation,New York,NY,10018,500,Other,Other: explntion
2021,1160,"Ruben,Diaz Jr.",Limited Liability Company,Bronx,NY,10472,350,Other,Other: explntion
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,5.39,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,16.13,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,38.26,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,27.76,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,5.25,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,3,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,2.25,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,26.78,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,1.65,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,4.88,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,3,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,1.49,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,1.49,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,5.24,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,3.74,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,13.64,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,8.99,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,10.64,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,17.24,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,10.12,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,3.74,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,9.42,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,9.37,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,8.69,Professional Services,Prof. Srvcs.
2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144,-1.49,,
2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144,3244.3,Fundraising,Fundraising
2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144,1811.61,Fundraising,Fundraising
2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144,142.9,Fundraising,Fundraising
2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144,5717.24,Fundraising,Fundraising
2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144,853.94,Fundraising,Fundraising
2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144,264.61,Fundraising,Fundraising
2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144,319.13,Fundraising,Fundraising
2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144,488.72,Fundraising,Fundraising
2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144,1992.66,Fundraising,Fundraising
2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144,3086.95,Fundraising,Fundraising
2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144,3882.99,Fundraising,Fundraising
2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144,7274.23,Fundraising,Fundraising
2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144,265.91,Fundraising,Fundraising
2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144,543.42,Fundraising,Fundraising
2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144,1532.06,Fundraising,Fundraising
