,Election,CandidateID,CandidateName,ContributionType,City,State,ZipCode,Amount,PurposeCode,Purpose
0,2013,1752.0,"Abiodun,Laurel-Smith",Corporation,New York,NY,10001.0,54.43,Office Expenses,Office Expenses
1,2013,260.0,"William,Thompson, Jr.",Corporation,New York,NY,10019.0,19.8,Other,Other: explntion
2,2013,,"John,Liu",Limited Liability Company,Flushing,NY,11355.0,110.0,Office Expenses,Office Expenses
3,2013,,"John,Liu",Limited Liability Company,Flushing,NY,11355.0,250.0,Fundraising,Fundraising
4,2013,260.0,"William,Thompson, Jr.",Limited Liability Company,New York,NY,10018.0,57.01,Other,Other: explntion
5,2013,260.0,"William,Thompson, Jr.",Limited Liability Company,New York,NY,10018.0,39.0,Other,Other: explntion
6,2013,260.0,"William,Thompson, Jr.",Limited Liability Company,New York,NY,10018.0,64.0,Other,Other: explntion
7,2013,260.0,"William,Thompson, Jr.",Limited Liability Company,New York,NY,10018.0,93.02,Other,Other: explntion
8,2013,260.0,"William,Thompson, Jr.",Limited Liability Company,New York,NY,10018.0,79.0,Other,Other: explntion
9,2013,260.0,"William,Thompson, Jr.",Limited Liability Company,New York,NY,10018.0,512.04,Other,Other: explntion
10,2013,260.0,"William,Thompson, Jr.",Corporation,New York,NY,10026.0,46.0,Other,Other: explntion
11,2013,260.0,"William,Thompson, Jr.",Corporation,New York,NY,10026.0,88.72,Other,Other: explntion
12,2013,260.0,"William,Thompson, Jr.",Corporation,New York,NY,10036.0,22.0,Other,Other: explntion
13,2013,326.0,"Bill,de Blasio",Political Action Committee,New York,NY,10036.0,19084.25,Other,Other: explntion
14,2013,326.0,"Bill,de Blasio",Political Action Committee,New York,NY,10036.0,168.31,Campaign Workers Salaries,Campgn Wrkrs $$
15,2013,326.0,"Bill,de Blasio",Political Action Committee,New York,NY,10036.0,60.0,Professional Services,Prof. Srvcs.
16,2013,,"Sal,Albanese",Corporation,,,,122.39,Office Expenses,Office Expenses
17,2013,,"Sal,Albanese",Corporation,,,,20.0,Professional Services,Prof. Srvcs.
